0	3.7946e-08	5.5591e-07	1.77582e-07	1.88235e-08	1.05451e-08	0
0	3.03668e-08	4.56413e-07	2.94141e-08	7.37582e-08	1.49002e-08	0
0	4.82469e-08	8.43966e-07	6.84116e-08	4.4248e-08	9.52311e-09	0
0	3.75534e-08	6.41547e-07	1.50166e-08	1.84813e-08	1.00319e-08	0
0	2.33608e-08	7.39985e-07	1.37775e-08	1.24002e-08	9.03013e-09	0
0	4.40843e-08	2.56765e-07	3.35249e-08	2.15926e-08	1.10661e-08	0
0	1.67226e-08	2.04747e-07	1.66026e-07	6.98971e-08	1.05973e-08	0
0	1.42359e-08	9.59647e-07	2.70896e-08	2.60157e-08	7.28188e-09	0
0	4.72648e-08	5.66292e-07	5.19998e-08	7.09615e-08	1.38048e-08	0
0	2.23164e-08	9.164e-07	1.80915e-07	9.32101e-08	1.17942e-08	0
0	4.54194e-08	4.6147e-07	1.02963e-07	4.54927e-08	7.66457e-09	0
0	4.82386e-08	6.80744e-07	8.23853e-08	3.83017e-08	7.78412e-09	0
0	4.17693e-08	4.68523e-07	1.03537e-07	2.30708e-08	1.00618e-08	0
0	2.94529e-08	4.04291e-07	9.77055e-08	6.76493e-08	1.40734e-08	0
0	2.57098e-08	6.60481e-08	9.74454e-08	9.2617e-08	1.45336e-08	0
0	3.86002e-08	5.37545e-07	8.03568e-08	1.67271e-08	1.18952e-08	0
0	4.6201e-08	6.99023e-07	1.02118e-07	7.4351e-08	7.84747e-09	0
0	2.36989e-08	9.58614e-07	2.92549e-08	1.56116e-08	9.3616e-09	0
0	2.23178e-08	6.99385e-08	3.09733e-08	2.12091e-08	9.53574e-09	0
0	3.07454e-08	6.58422e-07	9.14831e-08	9.29422e-08	1.13713e-08	0
0	4.77816e-08	7.07976e-07	1.32074e-07	1.07572e-08	1.06641e-08	0
0	3.14344e-08	4.31914e-07	1.26107e-07	5.56958e-08	1.16107e-08	0
0	4.79635e-08	7.24863e-07	7.06562e-08	1.53915e-08	9.25884e-09	0
0	4.8868e-08	6.48311e-07	5.32974e-08	9.52663e-08	1.44568e-08	0
0	4.89273e-08	5.63719e-07	1.62268e-07	6.23756e-08	1.35867e-08	0
0	2.39913e-08	4.69678e-07	7.13672e-08	5.91061e-08	1.49778e-08	0
0	3.44489e-08	5.56714e-07	1.45965e-07	3.93341e-08	1.22721e-08	0
0	2.39508e-08	7.89463e-07	1.2159e-07	4.97908e-08	7.09249e-09	0
0	1.80829e-08	1.67483e-07	9.98541e-08	6.34736e-08	7.60974e-09	0
0	4.0868e-08	5.90053e-07	1.60333e-07	3.96371e-08	1.13945e-08	0
0	3.24768e-08	3.25438e-07	7.4313e-08	6.85608e-08	1.01243e-08	0
0	2.88526e-08	4.34918e-07	1.68358e-07	9.95955e-08	1.04602e-08	0
0	4.37535e-08	5.59693e-07	2.02726e-08	7.68989e-08	1.3199e-08	0
0	1.36431e-08	2.67077e-07	1.2431e-07	5.05873e-08	1.06067e-08	0
0	4.28227e-08	1.17883e-08	1.5312e-07	2.52523e-08	8.95664e-09	0
0	4.45393e-08	1.5474e-08	5.26284e-08	3.83182e-08	1.20377e-08	0
0	3.13713e-08	3.73983e-07	3.38566e-08	7.42559e-08	9.86727e-09	0
0	4.85691e-08	9.80314e-08	1.11312e-07	3.65017e-08	8.11855e-09	0
0	1.11656e-08	4.08609e-07	3.05044e-08	8.27294e-08	1.03098e-08	0
0	2.73919e-08	2.3546e-07	1.28939e-07	3.32627e-08	1.38913e-08	0
0	2.05579e-08	2.43052e-07	6.13636e-08	2.80484e-08	1.43978e-08	0
0	1.98074e-08	9.89124e-07	5.40158e-08	5.6739e-08	1.37357e-08	0
0	4.22279e-08	1.42357e-07	1.14148e-07	4.48295e-08	1.26485e-08	0
0	2.17294e-08	9.74522e-08	1.36116e-07	5.96317e-08	1.30263e-08	0
0	2.5535e-08	9.3551e-07	1.31946e-07	1.7984e-08	8.2013e-09	0
0	4.62825e-08	5.60761e-07	1.64467e-07	6.57497e-08	1.18067e-08	0
0	4.06418e-08	3.01183e-07	8.14149e-08	5.36696e-08	9.1321e-09	0
0	1.71369e-08	7.42015e-07	1.27994e-07	8.01225e-08	1.44891e-08	0
0	1.24699e-08	7.98793e-07	1.0423e-07	1.17082e-08	8.45212e-09	0
0	2.6895e-08	7.96909e-07	1.22485e-07	9.96459e-08	1.07575e-08	0
0	1.12214e-08	8.86273e-08	2.56002e-08	7.49619e-08	1.10569e-08	0
0	4.71382e-08	5.24931e-07	1.47454e-07	8.87488e-08	1.49536e-08	0
0	3.92342e-08	2.9633e-07	1.58849e-07	4.19085e-08	9.1858e-09	0
0	4.10278e-08	6.10531e-07	1.40861e-07	8.44187e-08	8.19873e-09	0
0	4.23146e-08	8.90167e-07	1.28144e-07	8.98682e-08	1.38245e-08	0
0	2.90644e-08	4.41173e-07	1.69212e-07	5.01418e-08	1.15275e-08	0
0	4.37317e-08	1.61785e-07	1.36967e-07	5.72944e-08	8.86949e-09	0
0	4.89115e-08	9.21712e-07	1.40777e-08	3.01707e-08	9.1798e-09	0
0	4.53337e-08	5.57195e-07	1.67829e-07	3.1936e-08	7.98242e-09	0
0	3.34032e-08	4.1179e-07	2.19734e-08	2.23282e-08	9.25749e-09	0
0	3.88328e-08	7.82701e-07	8.45854e-08	6.38125e-08	7.90378e-09	0
0	4.70912e-08	3.69462e-07	1.23182e-07	2.34005e-08	1.17137e-08	0
0	1.92997e-08	1.66586e-07	9.78105e-08	9.66964e-08	1.31694e-08	0
0	1.42962e-08	7.48446e-07	1.76656e-07	3.87727e-08	1.42821e-08	0
0	3.20246e-08	2.1519e-07	1.63284e-07	9.77651e-08	1.05161e-08	0
0	1.6514e-08	8.10228e-07	2.64046e-08	7.28256e-08	1.40375e-08	0
0	3.78183e-08	1.11769e-07	1.54376e-08	5.04588e-08	1.28585e-08	0
0	1.27983e-08	5.92048e-07	1.03454e-07	4.8916e-08	1.44918e-08	0
0	2.80981e-08	3.96137e-07	2.85884e-08	6.42184e-08	7.40318e-09	0
0	4.42287e-08	4.47339e-07	1.86113e-07	8.07743e-08	7.64945e-09	0
